Requests 20
Pickup_Coordinate_X,Pickup_Coordinate_Y,Dropoff_Coordinate_X,Dropoff_Coordinate_Y,Demand
11.762616021545485,17.95427455818836,17.83061458949416,16.31674954615368,1.5787864514932226
0.7177917123370658,13.835151635177677,7.573618840108162,10.370218908961613,0.3759927096373262
13.15902931117626,3.8770043576589663,5.446328041331679,14.372118672023316,0.37554368229710006
15.660072189180209,17.006552795499907,15.504897879887254,0.7332861284217151,20.938963639135306
2.333874702657903,15.025613989754019,4.78436432399219,5.096120278842935,0.2655940184282315
17.15251062339525,18.995580522286055,11.233737160223159,3.575610396999531,1.904290420104602
15.405038662768005,9.84762079229099,12.625061311270906,16.789958458274118,0.27567735744769517
9.220787925848615,9.958801466146102,13.588222351065015,13.015718282466601,36.1270125567738
5.375904774887081,1.3464933387803546,15.428902767171255,9.619682645992917,40.4750780508717
6.584128154672935,10.212821123503035,5.272576573201135,6.210231000925948,0.9594765501630494
12.537068754327,11.148996211445649,6.37159119159604,7.896864417168548,0.8748683551213958
5.159491717303704,11.644822465704312,3.232574208875747,11.962676395300395,0.9717382459792185
16.516471545120204,3.127834370218945,14.686010386341062,8.172868641576445,1.9173094511147926
15.573758087266603,16.079411352220173,15.721428870537014,11.845740373116257,0.8434888159420258
13.289784056512065,12.931345735512181,8.512729579281018,10.271366675154866,0.9637159613445158
10.025156874321945,0.741676218375984,14.162321903630279,12.408612004340192,0.43079135114905287
15.556170692344857,9.188189312957586,7.596111094050613,5.837844071074423,0.5758104084881543
11.144577249739843,1.6832720339506646,12.625633382880919,18.89140975840736,10.989823687705059
17.824750698794773,17.571651595267827,6.895032540139909,14.062010640839395,0.8058396723909612
10.546752094697698,13.186339111611389,5.365812673502061,12.15534158836574,1.6597531208590215
